route_id,train_no,day_id,station_code,station_name,distance_km,scheduled_time,actual_time,delay_minutes,weather_factor,congestion_factor,dwell_extra_minutes,weather_delay_contrib,congestion_delay_contrib,random_event_delay_contrib,hour_of_day,station_seq
NJP-BJU,12001,115,KIR,Kishanganj,55,2025-04-26 08:05:15.695805849,2025-04-26 08:26:39.438509658,21.4,1.02,1.51,2.85,0.3,10.28,0.0,8,1
NJP-BJU,12001,115,BOE,Barsoi,110,2025-04-26 09:10:31.391611699,2025-04-26 09:35:16.361559247,24.7,1.14,1.36,0.42,2.12,7.23,0.0,9,2
NJP-BJU,12001,115,KNE,Katihar,150,2025-04-26 09:57:59.170379590,2025-04-26 10:25:49.512938302,27.8,0.9,1.42,3.55,-1.48,8.45,0.0,9,3
NJP-BJU,12001,115,MLDT,Malda Town,220,2025-04-26 11:21:02.783223399,2025-04-26 11:42:10.029898615,21.1,0.99,1.08,0.07,-0.1,1.66,0.0,11,4
NJP-BJU,12001,115,NFK,New Farakka,260,2025-04-26 12:08:30.561991289,2025-04-26 12:25:09.707415814,16.7,0.96,1.1,0.53,-0.6,1.94,0.0,12,5
NJP-BJU,12001,115,SGUJ,Sahibganj,320,2025-04-26 13:19:42.230143125,2025-04-26 13:33:31.626430335,13.8,1.07,1.06,0.04,1.02,1.11,0.0,13,6
NJP-BJU,12001,115,BJU,Barauni,420,2025-04-26 15:18:21.677062852,2025-04-26 15:29:47.842502640,11.4,0.94,0.98,0.25,-0.96,-0.34,2.81,15,7
NJP-BJU,12001,116,NJP,New Jalpaiguri,0,2025-04-27 21:00:00.000000000,2025-04-27 21:00:00.000000000,0.0,0.98,0.9,1.5,-0.24,-1.93,0.0,21,0
NJP-BJU,12001,116,KIR,Kishanganj,55,2025-04-27 22:05:15.695805849,2025-04-27 22:06:11.602111701,0.9,0.83,1.06,2.38,-2.59,1.14,0.0,22,1
NJP-BJU,12001,116,BOE,Barsoi,110,2025-04-27 23:10:31.391611699,2025-04-27 23:11:43.307937981,1.2,0.92,0.99,0.95,-1.24,-0.18,1.01,23,2
NJP-BJU,12001,116,KNE,Katihar,150,2025-04-27 23:57:59.170379590,2025-04-28 00:03:29.041545160,5.5,1.07,0.96,4.32,1.09,-0.75,0.0,23,3
NJP-BJU,12001,116,MLDT,Malda Town,220,2025-04-28 01:21:02.783223399,2025-04-28 01:24:06.665315647,3.1,0.86,1.06,0.04,-2.03,1.21,0.0,1,4
NJP-BJU,12001,116,NFK,New Farakka,260,2025-04-28 02:08:30.561991289,2025-04-28 02:16:49.169250193,8.3,0.95,0.94,2.62,-0.8,-1.27,5.61,2,5
NJP-BJU,12001,116,SGUJ,Sahibganj,320,2025-04-28 03:19:42.230143125,2025-04-28 03:37:16.387303051,17.6,1.13,1.07,4.49,1.98,1.38,3.9,3,6
NJP-BJU,12001,116,BJU,Barauni,420,2025-04-28 05:18:21.677062852,2025-04-28 05:27:23.515609679,9.0,0.87,0.92,0.21,-1.94,-1.54,0.0,5,7
NJP-BJU,12001,117,NJP,New Jalpaiguri,0,2025-04-28 16:00:00.000000000,2025-04-28 16:00:51.765381645,0.9,0.9,1.05,1.36,-1.57,1.08,0.0,16,0
NJP-BJU,12001,117,KIR,Kishanganj,55,2025-04-28 17:05:15.695805849,2025-04-28 17:09:07.807357742,3.9,1.06,1.08,0.72,0.85,1.69,0.0,17,1
NJP-BJU,12001,117,BOE,Barsoi,110,2025-04-28 18:10:31.391611699,2025-04-28 18:21:13.773216682,10.7,0.87,1.29,3.85,-1.93,5.76,0.32,18,2
NJP-BJU,12001,117,KNE,Katihar,150,2025-04-28 18:57:59.170379590,2025-04-28 19:16:50.852444915,18.9,1.06,1.34,3.63,0.95,6.78,0.0,18,3
NJP-BJU,12001,117,MLDT,Malda Town,220,2025-04-28 20:21:02.783223399,2025-04-28 20:48:07.227887864,27.1,1.11,1.33,5.53,1.65,6.7,0.0,20,4
NJP-BJU,12001,117,NFK,New Farakka,260,2025-04-28 21:08:30.561991289,2025-04-28 21:25:16.099396033,16.8,0.83,1.0,0.37,-2.61,0.06,0.0,21,5
NJP-BJU,12001,117,SGUJ,Sahibganj,320,2025-04-28 22:19:42.230143125,2025-04-28 22:34:36.128179701,14.9,1.16,0.91,2.64,2.38,-1.85,0.0,22,6
NJP-BJU,12001,117,BJU,Barauni,420,2025-04-29 00:18:21.677062852,2025-04-29 00:38:36.983031705,20.3,1.11,1.0,1.55,1.62,-0.05,6.71,0,7
NJP-BJU,12001,118,NJP,New Jalpaiguri,0,2025-04-29 11:00:00.000000000,2025-04-29 11:00:00.000000000,0.0,0.93,0.97,0.44,-1.08,-0.52,0.0,11,0
NJP-BJU,12001,118,KIR,Kishanganj,55,2025-04-29 12:05:15.695805849,2025-04-29 12:05:15.695805849,0.0,0.88,0.95,1.49,-1.86,-1.09,0.0,12,1
NJP-BJU,12001,118,BOE,Barsoi,110,2025-04-29 13:10:31.391611699,2025-04-29 13:13:44.370824813,3.2,1.18,1.02,0.09,2.75,0.37,0.0,13,2
NJP-BJU,12001,118,KNE,Katihar,150,2025-04-29 13:57:59.170379590,2025-04-29 14:04:27.039093249,6.5,1.05,0.99,3.59,0.82,-0.2,0.0,13,3
NJP-BJU,12001,118,MLDT,Malda Town,220,2025-04-29 15:21:02.783223399,2025-04-29 15:25:39.998907761,4.6,0.89,1.05,0.64,-1.6,1.06,0.0,15,4
NJP-BJU,12001,118,NFK,New Farakka,260,2025-04-29 16:08:30.561991289,2025-04-29 16:15:17.206140135,6.8,1.17,1.04,0.08,2.56,0.9,0.0,16,5
NJP-BJU,12001,118,SGUJ,Sahibganj,320,2025-04-29 17:19:42.230143125,2025-04-29 17:29:33.438720183,9.9,0.94,1.01,5.79,-0.95,0.26,0.0,17,6
NJP-BJU,12001,118,BJU,Barauni,420,2025-04-29 19:18:21.677062852,2025-04-29 19:33:36.266036449,15.2,1.01,1.34,1.53,0.08,6.74,0.0,19,7
NJP-BJU,12001,119,NJP,New Jalpaiguri,0,2025-04-30 13:00:00.000000000,2025-04-30 13:00:56.119015129,0.9,0.92,1.1,0.12,-1.23,2.05,0.0,13,0
NJP-BJU,12001,119,KIR,Kishanganj,55,2025-04-30 14:05:15.695805849,2025-04-30 14:06:57.556199575,1.7,1.01,0.93,2.4,0.11,-1.47,0.0,14,1
NJP-BJU,12001,119,BOE,Barsoi,110,2025-04-30 15:10:31.391611699,2025-04-30 15:12:29.820753464,2.0,0.98,1.05,0.07,-0.23,0.95,0.0,15,2
NJP-BJU,12001,119,KNE,Katihar,150,2025-04-30 15:57:59.170379590,2025-04-30 16:02:35.873691687,4.6,1.04,0.91,3.81,0.61,-1.76,0.57,15,3
NJP-BJU,12001,119,MLDT,Malda Town,220,2025-04-30 17:21:02.783223399,2025-04-30 17:22:45.861596418,1.7,0.87,0.95,1.36,-1.88,-0.99,0.0,17,4
NJP-BJU,12001,119,NFK,New Farakka,260,2025-04-30 18:08:30.561991289,2025-04-30 18:16:37.560613608,8.1,1.09,1.26,0.4,1.36,5.16,0.0,18,5
NJP-BJU,12001,119,SGUJ,Sahibganj,320,2025-04-30 19:19:42.230143125,2025-04-30 19:30:37.143684837,10.9,0.93,1.31,0.03,-1.01,6.21,0.0,19,6
NJP-BJU,12001,119,BJU,Barauni,420,2025-04-30 21:18:21.677062852,2025-04-30 21:26:58.519269740,8.6,1.02,1.01,0.48,0.37,0.13,0.0,21,7
NJP-BJU,12002,0,NJP,New Jalpaiguri,0,2025-01-01 11:00:00.000000000,2025-01-01 11:08:21.478328558,8.4,1.48,1.02,0.81,7.23,0.32,0.0,11,0
NJP-BJU,12002,0,KIR,Kishanganj,55,2025-01-01 11:47:51.298924982,2025-01-01 12:03:15.631640865,15.4,1.48,1.12,0.0,7.2,2.35,0.0,11,1
NJP-BJU,12002,0,BOE,Barsoi,110,2025-01-01 12:35:42.597849964,2025-01-01 12:56:51.607475471,21.2,1.44,0.91,0.29,6.67,-1.82,5.22,12,2
NJP-BJU,12002,0,KNE,Katihar,150,2025-01-01 13:10:30.815249950,2025-01-01 13:37:57.287018846,27.4,1.37,0.96,7.98,5.5,-0.84,0.0,13,3
NJP-BJU,12002,0,MLDT,Malda Town,220,2025-01-01 14:11:25.195699928,2025-01-01 14:40:20.050054101,28.9,1.43,1.05,2.32,6.47,0.92,0.0,14,4
NJP-BJU,12002,0,NFK,New Farakka,260,2025-01-01 14:46:13.413099915,2025-01-01 15:11:28.599176631,25.3,1.45,0.88,0.68,6.82,-2.49,0.0,14,5
NJP-BJU,12002,0,SGUJ,Sahibganj,320,2025-01-01 15:38:25.739199895,2025-01-01 16:04:58.362382810,26.5,1.43,1.0,2.42,6.39,0.06,0.0,15,6
NJP-BJU,12002,0,BJU,Barauni,420,2025-01-01 17:05:26.282699862,2025-01-01 17:28:18.541409851,22.9,1.16,0.97,0.2,2.46,-0.55,2.17,17,7
NJP-BJU,12002,1,NJP,New Jalpaiguri,0,2025-01-02 20:00:00.000000000,2025-01-02 20:21:42.016676242,21.7,1.95,1.36,0.21,14.26,7.23,0.0,20,0
NJP-BJU,12002,1,KIR,Kishanganj,55,2025-01-02 20:47:51.298924982,2025-01-02 21:11:38.440620491,23.8,1.2,1.27,0.2,3.02,5.37,0.0,20,1
NJP-BJU,12002,1,BOE,Barsoi,110,2025-01-02 21:35:42.597849964,2025-01-02 22:00:19.317917381,24.6,1.48,0.98,1.1,7.21,-0.34,0.0,21,2
NJP-BJU,12002,1,KNE,Katihar,150,2025-01-02 22:10:30.815249950,2025-01-02 22:57:35.611454046,47.1,1.54,1.07,4.18,8.17,1.35,16.15,22,3
NJP-BJU,12002,1,MLDT,Malda Town,220,2025-01-02 23:11:25.195699928,2025-01-02 23:51:45.118338186,40.3,1.49,0.98,0.28,7.41,-0.31,0.0,23,4
NJP-BJU,12002,1,NFK,New Farakka,260,2025-01-02 23:46:13.413099915,2025-01-03 00:22:53.097904833,36.7,1.44,1.05,0.86,6.54,0.97,0.06,23,5
NJP-BJU,12002,1,SGUJ,Sahibganj,320,2025-01-03 00:38:25.739199895,2025-01-03 01:08:21.416939897,29.9,1.3,0.96,0.51,4.46,-0.7,0.0,0,6
NJP-BJU,12002,1,BJU,Barauni,420,2025-01-03 02:05:26.282699862,2025-01-03 02:34:56.539391418,29.5,1.51,1.03,0.35,7.7,0.5,0.0,2,7
NJP-BJU,12002,2,NJP,New Jalpaiguri,0,2025-01-03 13:00:00.000000000,2025-01-03 13:07:16.847334084,7.3,1.53,0.96,0.21,7.88,-0.81,0.0,13,0
NJP-BJU,12002,2,KIR,Kishanganj,55,2025-01-03 13:47:51.298924982,2025-01-03 14:07:53.806169483,20.0,1.42,1.07,0.77,6.37,1.48,6.32,13,1
NJP-BJU,12002,2,BOE,Barsoi,110,2025-01-03 14:35:42.597849964,2025-01-03 14:54:01.037300186,18.3,1.5,0.81,0.73,7.44,-3.89,0.0,14,2
NJP-BJU,12002,2,KNE,Katihar,150,2025-01-03 15:10:30.815249950,2025-01-03 15:36:42.461718347,26.2,1.54,0.99,5.52,8.09,-0.23,0.0,15,3
NJP-BJU,12002,2,MLDT,Malda Town,220,2025-01-03 16:11:25.195699928,2025-01-03 16:41:10.109383913,29.7,1.29,1.04,2.93,4.3,0.87,3.31,16,4
NJP-BJU,12002,2,NFK,New Farakka,260,2025-01-03 16:46:13.413099915,2025-01-03 17:16:11.931340057,30.0,1.57,0.9,0.29,8.59,-1.9,2.17,16,5
NJP-BJU,12002,2,SGUJ,Sahibganj,320,2025-01-03 17:38:25.739199895,2025-01-03 18:10:51.565644064,32.4,1.66,0.99,0.58,9.83,-0.14,1.18,17,6
NJP-BJU,12002,2,BJU,Barauni,420,2025-01-03 19:05:26.282699862,2025-01-03 19:47:14.179423350,41.8,1.7,1.41,0.33,10.51,8.26,0.0,19,7
NJP-BJU,12002,3,NJP,New Jalpaiguri,0,2025-01-04 19:00:00.000000000,2025-01-04 19:07:26.937969437,7.4,1.28,1.12,0.85,4.24,2.36,0.0,19,0
NJP-BJU,12002,3,KIR,Kishanganj,55,2025-01-04 19:47:51.298924982,2025-01-04 20:04:51.362637754,17.0,1.46,1.22,0.61,6.86,4.31,0.0,19,1
NJP-BJU,12002,3,BOE,Barsoi,110,2025-01-04 20:35:42.597849964,2025-01-04 21:01:20.928819714,25.6,1.33,1.38,1.06,5.0,7.68,0.0,20,2
NJP-BJU,12002,3,KNE,Katihar,150,2025-01-04 21:10:30.815249950,2025-01-04 21:39:16.617190410,28.8,0.92,0.83,1.02,-1.16,-3.49,14.45,21,3
NJP-BJU,12002,3,MLDT,Malda Town,220,2025-01-04 22:11:25.195699928,2025-01-04 22:35:57.476058728,24.5,1.24,0.98,1.35,3.53,-0.48,0.0,22,4
NJP-BJU,12002,3,NFK,New Farakka,260,2025-01-04 22:46:13.413099915,2025-01-04 23:11:23.353074749,25.2,1.45,1.0,1.3,6.71,-0.02,0.0,22,5
NJP-BJU,12002,3,SGUJ,Sahibganj,320,2025-01-04 23:38:25.739199895,2025-01-05 00:06:00.102883425,27.6,1.46,0.92,2.67,6.88,-1.56,1.97,23,6
NJP-BJU,12002,3,BJU,Barauni,420,2025-01-05 01:05:26.282699862,2025-01-05 01:35:41.277536949,30.2,1.68,0.99,1.07,10.15,-0.27,0.0,1,7
NJP-BJU,12002,4,NJP,New Jalpaiguri,0,2025-01-05 09:00:00.000000000,2025-01-05 09:18:28.853236852,18.5,1.41,1.49,0.32,6.08,9.85,2.23,9,0
NJP-BJU,12002,4,KIR,Kishanganj,55,2025-01-05 09:47:51.298924982,2025-01-05 10:14:33.361503311,26.7,1.24,1.28,0.6,3.64,5.57,3.95,9,1
NJP-BJU,12002,4,BOE,Barsoi,110,2025-01-05 10:35:42.597849964,2025-01-05 11:05:04.573593512,29.4,1.49,1.11,1.21,7.35,2.12,0.0,10,2
NJP-BJU,12002,4,KNE,Katihar,150,2025-01-05 11:10:30.815249950,2025-01-05 11:36:30.593994652,26.0,1.35,0.91,1.97,5.32,-1.85,0.0,11,3
NJP-BJU,12002,4,MLDT,Malda Town,220,2025-01-05 12:11:25.195699928,2025-01-05 12:38:29.521690913,27.1,1.27,1.04,4.09,3.98,0.8,0.0,12,4
NJP-BJU,12002,4,NFK,New Farakka,260,2025-01-05 12:46:13.413099915,2025-01-05 13:17:27.769310662,31.2,1.63,0.97,0.54,9.48,-0.63,2.9,12,5
NJP-BJU,12002,4,SGUJ,Sahibganj,320,2025-01-05 13:38:25.739199895,2025-01-05 14:04:28.482108638,26.0,1.42,0.87,0.51,6.33,-2.66,0.0,13,6
NJP-BJU,12002,4,BJU,Barauni,420,2025-01-05 15:05:26.282699862,2025-01-05 15:33:34.942268269,28.1,1.56,1.06,0.44,8.37,1.1,0.0,15,7
NJP-BJU,12002,5,NJP,New Jalpaiguri,0,2025-01-06 13:00:00.000000000,2025-01-06 13:07:42.298515667,7.7,1.53,0.98,0.22,7.97,-0.49,0.0,13,0
NJP-BJU,12002,5,KIR,Kishanganj,55,2025-01-06 13:47:51.298924982,2025-01-06 14:03:01.660680630,15.2,1.6,1.03,0.03,9.07,0.68,0.0,13,1
NJP-BJU,12002,5,BOE,Barsoi,110,2025-01-06 14:35:42.597849964,2025-01-06 14:56:50.178091020,21.1,1.45,1.1,1.9,6.7,1.91,0.0,14,2
NJP-BJU,12002,5,KNE,Katihar,150,2025-01-06 15:10:30.815249950,2025-01-06 15:31:57.782757338,21.4,1.41,1.01,0.32,6.14,0.2,0.0,15,3
NJP-BJU,12002,5,MLDT,Malda Town,220,2025-01-06 16:11:25.195699928,2025-01-06 16:38:11.574041036,26.8,1.42,1.02,3.16,6.24,0.34,2.02,16,4
NJP-BJU,12002,5,NFK,New Farakka,260,2025-01-06 16:46:13.413099915,2025-01-06 17:16:22.209588713,30.1,1.57,1.06,1.65,8.55,1.2,0.0,16,5
NJP-BJU,12002,5,SGUJ,Sahibganj,320,2025-01-06 17:38:25.739199895,2025-01-06 18:04:21.232843613,25.9,1.38,0.92,0.67,5.73,-1.58,0.0,17,6
NJP-BJU,12002,5,BJU,Barauni,420,2025-01-06 19:05:26.282699862,2025-01-06 19:39:30.818473004,34.1,1.45,1.37,1.72,6.79,7.42,0.0,19,7
NJP-BJU,12002,6,NJP,New Jalpaiguri,0,2025-01-07 11:00:00.000000000,2025-01-07 11:05:27.614661586,5.5,1.13,1.16,0.23,2.02,3.22,0.0,11,0
NJP-BJU,12002,6,KIR,Kishanganj,55,2025-01-07 11:47:51.298924982,2025-01-07 11:55:47.916970735,7.9,1.19,1.04,0.4,2.91,0.81,0.0,11,1
NJP-BJU,12002,6,BOE,Barsoi,110,2025-01-07 12:35:42.597849964,2025-01-07 12:48:46.903955598,13.1,1.55,0.95,0.19,8.23,-0.91,0.0,12,2
NJP-BJU,12002,6,KNE,Katihar,150,2025-01-07 13:10:30.815249950,2025-01-07 13:25:30.371845536,15.0,1.29,1.01,1.21,4.4,0.23,0.0,13,3
NJP-BJU,12002,6,MLDT,Malda Town,220,2025-01-07 14:11:25.195699928,2025-01-07 14:35:30.599024310,24.1,1.54,1.05,0.63,8.14,0.97,3.85,14,4
NJP-BJU,12002,6,NFK,New Farakka,260,2025-01-07 14:46:13.413099915,2025-01-07 15:12:39.618452504,26.4,1.46,1.12,0.28,6.89,2.4,0.0,14,5
NJP-BJU,12002,6,SGUJ,Sahibganj,320,2025-01-07 15:38:25.739199895,2025-01-07 16:09:44.294574366,31.3,1.44,1.16,0.88,6.61,3.27,2.04,15,6
NJP-BJU,12002,6,BJU,Barauni,420,2025-01-07 17:05:26.282699862,2025-01-07 17:34:55.897064960,29.5,1.42,1.02,0.98,6.29,0.31,0.0,17,7
NJP-BJU,12002,7,NJP,New Jalpaiguri,0,2025-01-08 06:00:00.000000000,2025-01-08 06:09:40.118021411,9.7,1.66,0.99,0.03,9.83,-0.19,0.0,6,0
NJP-BJU,12002,7,KIR,Kishanganj,55,2025-01-08 06:47:51.298924982,2025-01-08 06:56:54.082150283,9.0,1.04,1.02,1.23,0.55,0.44,0.06,6,1
NJP-BJU,12002,7,BOE,Barsoi,110,2025-01-08 07:35:42.597849964,2025-01-08 07:52:32.736092399,16.8,1.32,1.28,0.23,4.76,5.51,0.0,7,2
NJP-BJU,12002,7,KNE,Katihar,150,2025-01-08 08:10:30.815249950,2025-01-08 08:41:04.891303317,30.6,1.7,1.38,0.58,10.46,7.61,0.13,8,3
NJP-BJU,12002,7,MLDT,Malda Town,220,2025-01-08 09:11:25.195699928,2025-01-08 09:38:14.837836278,26.8,1.11,1.19,0.03,1.66,3.75,0.0,9,4
NJP-BJU,12002,7,NFK,New Farakka,260,2025-01-08 09:46:13.413099915,2025-01-08 10:13:29.157279053,27.3,1.11,1.3,0.12,1.59,5.93,0.85,9,5
NJP-BJU,12002,7,SGUJ,Sahibganj,320,2025-01-08 10:38:25.739199895,2025-01-08 11:02:36.624749416,24.2,1.34,0.95,1.05,5.04,-0.99,0.0,10,6
NJP-BJU,12002,7,BJU,Barauni,420,2025-01-08 12:05:26.282699862,2025-01-08 12:22:38.253956064,17.2,1.0,1.0,0.22,0.04,0.01,0.0,12,7
NJP-BJU,12002,8,NJP,New Jalpaiguri,0,2025-01-09 19:00:00.000000000,2025-01-09 19:18:30.279074270,18.5,1.22,1.3,0.47,3.25,5.99,8.8,19,0
NJP-BJU,12002,8,KIR,Kishanganj,55,2025-01-09 19:47:51.298924982,2025-01-09 20:21:22.123925192,33.5,1.39,1.55,3.77,5.84,10.95,0.0,19,1
NJP-BJU,12002,8,BOE,Barsoi,110,2025-01-09 20:35:42.597849964,2025-01-09 21:16:48.383260809,41.1,1.53,1.37,2.24,7.94,7.46,0.0,20,2
NJP-BJU,12002,8,KNE,Katihar,150,2025-01-09 21:10:30.815249950,2025-01-09 21:45:23.882752303,34.9,1.42,0.95,0.74,6.3,-0.92,0.0,21,3
NJP-BJU,12002,8,MLDT,Malda Town,220,2025-01-09 22:11:25.195699928,2025-01-09 22:46:13.542138887,34.8,1.64,1.02,0.27,9.63,0.49,0.0,22,4
NJP-BJU,12002,8,NFK,New Farakka,260,2025-01-09 22:46:13.413099915,2025-01-09 23:17:39.747359668,31.4,1.35,1.08,0.34,5.22,1.52,0.0,22,5
NJP-BJU,12002,8,SGUJ,Sahibganj,320,2025-01-09 23:38:25.739199895,2025-01-10 00:09:24.456616912,31.0,1.3,1.17,0.6,4.55,3.49,0.33,23,6
NJP-BJU,12002,8,BJU,Barauni,420,2025-01-10 01:05:26.282699862,2025-01-10 01:33:27.345192151,28.0,1.45,0.98,0.08,6.74,-0.49,0.0,1,7
NJP-BJU,12002,9,NJP,New Jalpaiguri,0,2025-01-10 21:00:00.000000000,2025-01-10 21:03:10.714152171,3.2,1.19,0.97,0.85,2.89,-0.56,0.0,21,0
NJP-BJU,12002,9,KIR,Kishanganj,55,2025-01-10 21:47:51.298924982,2025-01-10 21:59:05.423006183,11.2,1.3,1.08,2.88,4.52,1.62,0.0,21,1
NJP-BJU,12002,9,BOE,Barsoi,110,2025-01-10 22:35:42.597849964,2025-01-10 22:49:37.854937133,13.9,1.44,0.9,1.35,6.64,-1.93,0.0,22,2
NJP-BJU,12002,9,KNE,Katihar,150,2025-01-10 23:10:30.815249950,2025-01-10 23:26:51.179683234,16.3,1.41,0.92,2.05,6.09,-1.55,0.0,23,3
NJP-BJU,12002,9,MLDT,Malda Town,220,2025-01-11 00:11:25.195699928,2025-01-11 00:27:14.266295176,15.8,1.49,0.84,0.16,7.37,-3.15,0.0,0,4
NJP-BJU,12002,9,NFK,New Farakka,260,2025-01-11 00:46:13.413099915,2025-01-11 01:01:46.832355833,15.6,1.48,0.86,0.11,7.26,-2.88,0.0,0,5
NJP-BJU,12002,9,SGUJ,Sahibganj,320,2025-01-11 01:38:25.739199895,2025-01-11 01:59:08.314690101,20.7,1.73,0.86,1.69,11.02,-2.89,0.0,1,6
NJP-BJU,12002,9,BJU,Barauni,420,2025-01-11 03:05:26.282699862,2025-01-11 03:23:06.842988345,17.7,1.16,0.99,0.94,2.42,-0.18,0.0,3,7
NJP-BJU,12002,10,NJP,New Jalpaiguri,0,2025-01-11 13:00:00.000000000,2025-01-11 13:05:34.256350299,5.6,1.54,0.82,1.05,8.12,-3.59,0.0,13,0
NJP-BJU,12002,10,KIR,Kishanganj,55,2025-01-11 13:47:51.298924982,2025-01-11 13:57:53.715645293,10.0,1.42,0.98,0.23,6.23,-0.32,0.0,13,1
NJP-BJU,12002,10,BOE,Barsoi,110,2025-01-11 14:35:42.597849964,2025-01-11 14:50:25.242832194,14.7,1.4,1.04,0.75,6.07,0.86,0.0,14,2
NJP-BJU,12002,10,KNE,Katihar,150,2025-01-11 15:10:30.815249950,2025-01-11 15:41:07.149127005,30.6,1.48,1.07,11.78,7.21,1.32,0.0,15,3
NJP-BJU,12002,10,MLDT,Malda Town,220,2025-01-11 16:11:25.195699928,2025-01-11 16:42:36.799980065,31.2,1.63,0.91,2.05,9.49,-1.76,0.0,16,4
NJP-BJU,12002,10,NFK,New Farakka,260,2025-01-11 16:46:13.413099915,2025-01-11 17:11:58.480803567,25.8,1.33,0.92,0.47,4.96,-1.52,0.0,16,5
NJP-BJU,12002,10,SGUJ,Sahibganj,320,2025-01-11 17:38:25.739199895,2025-01-11 18:00:39.283257129,22.2,1.3,0.97,0.3,4.5,-0.59,0.0,17,6
NJP-BJU,12002,10,BJU,Barauni,420,2025-01-11 19:05:26.282699862,2025-01-11 19:25:51.958202991,20.4,1.37,0.95,0.33,5.6,-1.06,0.0,19,7
NJP-BJU,12002,11,NJP,New Jalpaiguri,0,2025-01-12 17:00:00.000000000,2025-01-12 17:11:35.246194131,11.6,1.61,1.1,0.38,9.12,2.09,0.0,17,0
NJP-BJU,12002,11,KIR,Kishanganj,55,2025-01-12 17:47:51.298924982,2025-01-12 18:00:13.564333818,12.4,1.18,1.06,0.34,2.7,1.23,0.0,17,1
NJP-BJU,12002,11,BOE,Barsoi,110,2025-01-12 18:35:42.597849964,2025-01-12 19:00:26.640597014,24.7,1.36,1.44,1.83,5.44,8.8,0.0,18,2
NJP-BJU,12002,11,KNE,Katihar,150,2025-01-12 19:10:30.815249950,2025-01-12 19:41:44.483339533,31.2,1.25,1.4,0.34,3.75,8.1,1.72,19,3
NJP-BJU,12002,11,MLDT,Malda Town,220,2025-01-12 20:11:25.195699928,2025-01-12 20:48:34.318451919,37.2,1.53,1.33,0.81,7.98,6.5,0.0,20,4
NJP-BJU,12002,11,NFK,New Farakka,260,2025-01-12 20:46:13.413099915,2025-01-12 21:29:48.971759115,43.6,1.75,1.24,1.56,11.19,4.83,0.0,20,5
NJP-BJU,12002,11,SGUJ,Sahibganj,320,2025-01-12 21:38:25.739199895,2025-01-12 22:16:16.386707677,37.8,1.33,0.99,2.53,5.01,-0.21,0.0,21,6
NJP-BJU,12002,11,BJU,Barauni,420,2025-01-12 23:05:26.282699862,2025-01-12 23:37:27.689887140,32.0,1.35,0.99,0.5,5.19,-0.16,0.0,23,7
NJP-BJU,12002,12,NJP,New Jalpaiguri,0,2025-01-13 09:00:00.000000000,2025-01-13 09:10:39.526900011,10.7,1.16,1.31,1.97,2.41,6.28,0.0,9,0
NJP-BJU,12002,12,KIR,Kishanganj,55,2025-01-13 09:47:51.298924982,2025-01-13 10:10:55.282320060,23.1,1.53,1.37,0.33,7.91,7.37,0.0,9,1
NJP-BJU,12002,12,BOE,Barsoi,110,2025-01-13 10:35:42.597849964,2025-01-13 10:59:35.334046951,23.9,1.44,1.05,0.2,6.56,0.96,0.0,10,2
NJP-BJU,12002,12,KNE,Katihar,150,2025-01-13 11:10:30.815249950,2025-01-13 11:32:40.714680006,22.2,1.38,0.98,0.12,5.72,-0.38,0.0,11,3
NJP-BJU,12002,12,MLDT,Malda Town,220,2025-01-13 12:11:25.195699928,2025-01-13 12:34:31.946652900,23.1,1.41,1.06,0.29,6.11,1.2,0.0,12,4
NJP-BJU,12002,12,NFK,New Farakka,260,2025-01-13 12:46:13.413099915,2025-01-13 13:18:06.236137259,31.9,1.7,1.09,1.52,10.52,1.8,1.86,12,5
NJP-BJU,12002,12,SGUJ,Sahibganj,320,2025-01-13 13:38:25.739199895,2025-01-13 14:11:48.122026806,33.4,1.53,0.97,3.64,7.94,-0.52,0.0,13,6
NJP-BJU,12002,12,BJU,Barauni,420,2025-01-13 15:05:26.282699862,2025-01-13 15:36:43.851629639,31.3,1.43,1.06,0.36,6.46,1.11,0.0,15,7
NJP-BJU,12002,13,NJP,New Jalpaiguri,0,2025-01-14 07:00:00.000000000,2025-01-14 07:21:01.023583723,21.0,1.86,1.32,0.09,12.84,6.46,1.62,7,0
NJP-BJU,12002,13,KIR,Kishanganj,55,2025-01-14 07:47:51.298924982,2025-01-14 08:15:08.247107605,27.3,1.52,1.21,0.69,7.78,4.11,0.0,7,1
NJP-BJU,12002,13,BOE,Barsoi,110,2025-01-14 08:35:42.597849964,2025-01-14 09:09:14.514880818,33.5,1.31,1.38,0.98,4.66,7.62,1.17,8,2
NJP-BJU,12002,13,KNE,Katihar,150,2025-01-14 09:10:30.815249950,2025-01-14 09:48:15.565975143,37.7,1.64,1.16,1.39,9.61,3.27,0.0,9,3
NJP-BJU,12002,13,MLDT,Malda Town,220,2025-01-14 10:11:25.195699928,2025-01-14 10:46:27.051217245,35.0,1.4,1.1,0.66,6.03,1.92,0.0,10,4
NJP-BJU,12002,13,NFK,New Farakka,260,2025-01-14 10:46:13.413099915,2025-01-14 11:17:18.172108200,31.1,1.36,1.05,0.29,5.35,0.92,0.0,10,5
NJP-BJU,12002,13,SGUJ,Sahibganj,320,2025-01-14 11:38:25.739199895,2025-01-14 12:06:26.826127593,28.0,1.13,0.95,3.34,1.96,-0.91,1.88,11,6
